Time,Calculated Load,Intake Temp.,Long Term FT,Vehicle Speed,MAF Voltage,Mass Airflow (g/s),Boost,Boost Air Temp.,Throttle Position,Wastegate Duty,Actual AFR,Engine Speed,Fuel Inj. Amt.,HPFP Actual Press.,HPFP Desired Press.,Inj. Duty Cycle,Short Term FT,Intake Valve Adv.,Knock Retard,Spark Adv.
35.645,0.43,52,0.00,90,2.31,30,-0.41,66,14,0,0.98,3471,1.90,9440,9320,8.45,5.47,8,0.00,39.50
35.765,0.42,52,0.00,90,2.28,28,-0.41,66,14,0,0.99,3476,2.04,9320,9190,7.65,6.25,9,0.00,39.50
35.885,0.42,52,0.00,90,2.27,30,-0.41,66,13,0,1.02,3479,1.58,9240,7680,8.47,7.03,8,0.00,39.50
36.005,0.31,52,0.00,90,1.81,13,-0.66,65,7,0,0.92,3455,1.58,9000,7340,7.03,6.25,0,0.00,52.50
36.125,0.33,52,0.00,90,2.19,15,-0.64,65,9,0,0.80,3431,1.77,8260,2010,6.80,3.91,0,0.00,47.50
36.245,0.38,52,0.00,90,2.21,26,-0.60,65,9,0,0.74,3397,0.00,8740,2010,6.96,0.78,0,0.00,39.50
36.365,0.33,52,0.00,90,1.94,15,-0.67,66,5,0,0.76,3332,0.00,7650,2010,0.00,0.00,0,0.00,47.00
36.486,0.27,52,0.00,90,1.97,15,-0.76,66,3,0,1.12,3194,0.00,7670,2010,0.00,0.00,0,0.00,52.50
36.605,0.29,52,0.00,90,2.10,20,-0.79,66,3,0,1.84,3048,0.00,7680,2010,0.00,0.00,0,0.00,52.50
36.725,0.38,52,0.00,90,2.14,24,-0.79,66,3,0,1.99,2895,2.51,7700,9460,0.00,0.00,0,0.00,40.50
36.845,0.42,52,0.00,90,2.18,25,-0.75,66,4,1,1.99,2751,2.23,8320,9800,7.84,0.00,1,0.00,39.50
36.965,0.46,52,0.00,90,2.17,26,-0.71,67,6,1,1.23,2665,2.24,9800,9800,6.93,0.00,1,0.00,36.50
37.086,0.45,52,0.00,89,2.18,26,-0.68,68,6,1,0.88,2710,2.18,9800,9730,7.00,0.00,6,0.00,38.50
37.205,0.45,52,0.00,89,2.21,26,-0.63,68,7,1,0.84,2699,2.22,9800,9940,6.84,-1.56,7,0.00,34.00
37.326,0.46,52,0.00,89,2.23,27,-0.54,68,10,1,0.76,2724,2.11,9790,9870,6.99,-1.56,6,0.00,34.00
37.445,0.46,52,0.00,89,2.17,26,-0.50,68,11,0,0.73,2764,1.96,9870,9530,6.73,-5.47,6,0.00,36.00
37.565,0.41,52,0.00,89,2.06,20,-0.50,68,11,0,0.80,2731,1.70,9610,8850,5.87,-3.91,6,0.00,38.50
37.685,0.38,52,0.00,89,2.03,18,-0.48,68,11,0,0.87,2688,1.61,8970,8440,5.06,-4.69,1,0.00,51.00
37.815,0.38,52,0.00,89,2.04,20,-0.44,68,11,0,0.95,2701,1.60,8280,8370,5.04,-4.69,0,0.00,54.50
37.935,0.37,52,0.00,89,2.04,19,-0.44,68,11,0,0.99,2713,1.54,8330,7960,4.97,-4.69,0,0.00,54.50
38.055,0.36,52,0.00,89,2.04,18,-0.44,68,11,0,1.07,2696,1.54,8370,7890,4.94,-4.69,0,0.00,57.00
38.175,0.36,52,0.00,89,2.05,19,-0.44,68,11,0,1.09,2671,1.60,7920,8090,4.81,-2.34,0,0.00,60.00
38.295,0.35,52,0.00,89,2.03,18,-0.42,68,11,0,1.16,2723,1.57,7970,7890,5.08,0.78,0,0.00,60.00
38.416,0.34,52,0.00,89,2.03,18,-0.40,68,11,0,1.15,2758,1.61,7790,7890,5.19,0.78,0,0.00,60.00
38.535,0.34,52,0.00,89,2.02,18,-0.39,69,11,0,1.13,2663,1.57,7790,7550,5.06,2.34,0,0.00,60.00
38.655,0.33,52,0.00,89,2.03,16,-0.40,69,11,0,1.19,2677,1.65,7840,7820,4.95,4.69,0,0.00,60.00
38.775,0.34,52,0.00,89,2.04,18,-0.38,71,11,0,1.19,2654,1.75,7720,8030,5.04,9.38,0,0.00,60.00
38.895,0.35,52,0.00,89,2.04,18,-0.44,71,11,0,1.08,2721,1.65,7840,8030,5.08,0.00,0,0.00,59.00
39.015,0.35,52,0.00,89,2.03,18,-0.44,72,11,0,1.03,2686,1.65,7970,8030,5.01,1.56,0,0.00,58.50
39.135,0.35,52,0.00,89,2.03,19,-0.44,72,11,0,1.05,2713,1.61,7800,7890,5.20,2.34,0,0.00,59.50
39.255,0.35,52,0.00,89,2.03,18,-0.44,72,11,0,1.06,2681,1.65,7920,8030,4.92,3.13,0,0.00,60.00
